season,fase,instancia,fecha,hora_inicio,hora_fin,local,visitante,marcador,global,estadio,ciudad,pais,arbitro_principal,arbitros_linea,entrenador_local,entrenador_visitante,planteles,puntuaciones_jugadores,goles_asistencias,cambios,amarillas,rojas,posesion_total,posesion_1T,posesion_2T,faltas_total,faltas_1T,faltas_2T,corners_total,corners_1T,corners_2T
2013-2014,Octavos,Ida,19-02-2014,Bayer Leverkusen,PSG,0-4,1-6,BayArena,Leverkusen,Alemania,NULL,Sami Hyypia,Laurent Blanc,Matuidi 3'; Ibrahimovic 39'; 42'; Cabaye 88',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Octavos,Vuelta,12-03-2014,PSG,Bayer Leverkusen,2-1,6-1,Parc des Princes,Paris,Francia,NULL,Laurent Blanc,Sami Hyypia,Marquinhos 13'; Lavezzi 53'; Rolfes 6',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Octavos,Ida,25-02-2014,Olympiacos,Manchester United,2-0,2-3,Karaiskakis Stadium,Pireo,Grecia,NULL,Michel,David Moyes,Dominguez 38'; Campbell 55',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Octavos,Vuelta,19-03-2014,Manchester United,Olympiacos,3-0,3-2,Old Trafford,Manchester,Inglaterra,NULL,David Moyes,Michel,Van Persie 25'; 45'; 52',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Octavos,Ida,25-02-2014,Zenit,Borussia Dortmund,2-4,4-5,Petrovsky Stadium,San Petersburgo,Rusia,NULL,Luciano Spalletti,Jurgen Klopp,Hulk 58'; Rondon 69'; Mkhitaryan 4'; Reus 5'; Lewandowski 61'; 71',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Octavos,Vuelta,19-03-2014,Borussia Dortmund,Zenit,1-2,5-4,Signal Iduna Park,Dortmund,Alemania,NULL,Jurgen Klopp,Luciano Spalletti,Kehl 38'; Hulk 16'; Rondon 73',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Octavos,Ida,26-02-2014,Galatasaray,Chelsea,1-1,1-3,Turk Telekom Arena,Estambul,Turquia,NULL,Roberto Mancini,Jose Mourinho,Chedjou 65'; Torres 9',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Octavos,Vuelta,18-03-2014,Chelsea,Galatasaray,2-0,3-1,Stamford Bridge,Londres,Inglaterra,NULL,Jose Mourinho,Roberto Mancini,Eto'o 4'; Cahill 42',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Octavos,Ida,26-02-2014,Schalke 04,Real Madrid,1-6,1-9,Veltins-Arena,Gelsenkirchen,Alemania,NULL,Jens Keller,Carlo Ancelotti,Ronaldo 21'; 89'; Benzema 13'; 57'; Bale 52'; 69'; Huntelaar 90',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Octavos,Vuelta,18-03-2014,Real Madrid,Schalke 04,3-1,9-2,Santiago Bernabeu,Madrid,España,NULL,Carlo Ancelotti,Jens Keller,Ronaldo 31'; Morata 75'; Bale 52'; Hoogland OG 87',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Cuartos,Ida,01-04-2014,Barcelona,Atletico Madrid,1-1,2-1,Camp Nou,Barcelona,España,NULL,Tata Martino,Diego Simeone,Neymar 71'; Diego 56',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Cuartos,Vuelta,09-04-2014,Atletico Madrid,Barcelona,1-0,2-1,Vicente Calderon,Madrid,España,NULL,Diego Simeone,Tata Martino,Koke 5',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Cuartos,Ida,01-04-2014,Manchester United,Bayern Munich,1-1,2-4,Old Trafford,Manchester,Inglaterra,NULL,David Moyes,Pep Guardiola,Vidic 58'; Schweinsteiger 67',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Cuartos,Vuelta,09-04-2014,Bayern Munich,Manchester United,3-1,4-2,Allianz Arena,Munich,Alemania,NULL,Pep Guardiola,David Moyes,Mandzukic 59'; Muller 68'; Robben 76'; Evra 57',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Cuartos,Ida,02-04-2014,Real Madrid,Borussia Dortmund,3-0,3-2,Santiago Bernabeu,Madrid,España,NULL,Carlo Ancelotti,Jurgen Klopp,Bale 3'; Isco 27'; Ronaldo 57',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Cuartos,Vuelta,08-04-2014,Borussia Dortmund,Real Madrid,2-0,2-3,Signal Iduna Park,Dortmund,Alemania,NULL,Jurgen Klopp,Carlo Ancelotti,Reus 24'; 37',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Cuartos,Ida,02-04-2014,PSG,Chelsea,3-1,3-3,Parc des Princes,Paris,Francia,NULL,Laurent Blanc,Jose Mourinho,Lavezzi 4'; Luiz OG 61'; Pastore 90'; Hazard 27',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Cuartos,Vuelta,08-04-2014,Chelsea,PSG,2-0,3-3,Stamford Bridge,Londres,Inglaterra,NULL,Jose Mourinho,Laurent Blanc,Schurrle 32'; Ba 87',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Semifinal,Ida,22-04-2014,Atletico Madrid,Chelsea,0-0,3-1,Vicente Calderon,Madrid,España,NULL,Diego Simeone,Jose Mourinho,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Semifinal,Vuelta,30-04-2014,Chelsea,Atletico Madrid,1-3,1-3,Stamford Bridge,Londres,Inglaterra,NULL,Jose Mourinho,Diego Simeone,Torres 36'; Adrian 44'; Diego Costa 60'; Arda Turan 72',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Semifinal,Ida,23-04-2014,Real Madrid,Bayern Munich,1-0,5-0,Santiago Bernabeu,Madrid,España,NULL,Carlo Ancelotti,Pep Guardiola,Benzema 19',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013-2014,Semifinal,Vuelta,29-04-2014,Bayern Munich,Real Madrid,0-4,0-5,Allianz Arena,Munich,Alemania,NULL,Pep Guardiola,Carlo Ancelotti,Ramos 16'; 20'; Ronaldo 34'; 90',NULL,NULL,NULL
2013-2014,Final,Final,24-05-2014,Real Madrid,Atletico Madrid,4-1,NULL,Estadio da Luz,Lisboa,Portugal,NULL,Carlo Ancelotti,Diego Simeone,Ramos 93'; Bale 110'; Marcelo 118'; Ronaldo 120'; Godin 36',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Octavos,Ida,17-02-2015,PSG,Chelsea,1-1,3-3,Parc des Princes,Paris,Francia,NULL,Laurent Blanc,Jose Mourinho,Cavani 54'; Ivanovic 36',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Octavos,Vuelta,11-03-2015,Chelsea,PSG,2-2,3-3,Stamford Bridge,Londres,Inglaterra,NULL,Jose Mourinho,Laurent Blanc,Cahill 81'; Hazard 96'; Luiz 86'; Thiago Silva 114',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Octavos,Ida,18-02-2015,Manchester City,Barcelona,1-2,1-3,Etihad Stadium,Manchester,Inglaterra,NULL,Manuel Pellegrini,Luis Enrique,Suarez 16'; 30'; Aguero 69',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Octavos,Vuelta,18-03-2015,Barcelona,Manchester City,1-0,3-1,Camp Nou,Barcelona,España,NULL,Luis Enrique,Manuel Pellegrini,Rakitic 31',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Octavos,Ida,24-02-2015,Bayer Leverkusen,Atletico Madrid,1-0,1-1,BayArena,Leverkusen,Alemania,NULL,Roger Schmidt,Diego Simeone,Calhanoglu 57',NULL,NULL,Tiago,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Octavos,Vuelta,17-03-2015,Atletico Madrid,Bayer Leverkusen,1-0,1-1,Vicente Calderon,Madrid,España,NULL,Diego Simeone,Roger Schmidt,Garcia 27',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Octavos,Ida,24-02-2015,Arsenal,Monaco,1-3,3-3,Emirates Stadium,Londres,Inglaterra,NULL,Arsene Wenger,Leonardo Jardim,Oxlade-Chamberlain 90'; Kondogbia 38'; Berbatov 53'; Ferreira Carrasco 90',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Octavos,Vuelta,17-03-2015,Monaco,Arsenal,0-2,3-3,Stade Louis II,Monaco,Monaco,NULL,Leonardo Jardim,Arsene Wenger,Giroud 36'; Ramsey 79',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Octavos,Ida,25-02-2015,Shakhtar,Bayern Munich,0-0,0-7,Arena Lviv,Lviv,Ucrania,NULL,Mircea Lucescu,Pep Guardiola,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Octavos,Vuelta,11-03-2015,Bayern Munich,Shakhtar,7-0,7-0,Allianz Arena,Munich,Alemania,NULL,Pep Guardiola,Mircea Lucescu,Muller 4'; 52'; Boateng 34'; Ribery 49'; Badstuber 63'; Lewandowski 75'; Gotze 87',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Octavos,Ida,25-02-2015,Schalke 04,Real Madrid,0-2,4-5,Veltins-Arena,Gelsenkirchen,Alemania,NULL,Roberto Di Matteo,Carlo Ancelotti,Ronaldo 26'; Marcelo 79',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Octavos,Vuelta,10-03-2015,Real Madrid,Schalke 04,3-4,5-4,Santiago Bernabeu,Madrid,España,NULL,Carlo Ancelotti,Roberto Di Matteo,Ronaldo 25'; 45'; Benzema 52'; Fuchs 20'; Huntelaar 40'; Sane 57'; Huntelaar 84',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Octavos,Ida,18-02-2015,Basel,Porto,1-1,1-5,St. Jakob-Park,Basilea,Suiza,NULL,Paulo Sousa,Julen Lopetegui,Gonzalez 11'; Danilo 79',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Octavos,Vuelta,10-03-2015,Porto,Basel,4-0,5-1,Estadio do Dragao,Porto,Portugal,NULL,Julen Lopetegui,Paulo Sousa,Brahimi 14'; Herrera 47'; Casemiro 56'; Aboubakar 76',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Octavos,Ida,17-02-2015,Juventus,Borussia Dortmund,2-1,5-1,Juventus Stadium,Turin,Italia,NULL,Massimiliano Allegri,Jurgen Klopp,Tevez 13'; Morata 43'; Reus 18',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Octavos,Vuelta,18-03-2015,Borussia Dortmund,Juventus,0-3,1-5,Signal Iduna Park,Dortmund,Alemania,NULL,Jurgen Klopp,Massimiliano Allegri,Tevez 3'; Morata 70'; Tevez 79',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Cuartos,Ida,14-04-2015,Atletico Madrid,Real Madrid,0-0,0-1,Vicente Calderon,Madrid,España,NULL,Diego Simeone,Carlo Ancelotti,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Cuartos,Vuelta,22-04-2015,Real Madrid,Atletico Madrid,1-0,1-0,Santiago Bernabeu,Madrid,España,NULL,Carlo Ancelotti,Diego Simeone,Chicharito 88',NULL,NULL,Arda Turan,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Cuartos,Ida,14-04-2015,PSG,Barcelona,1-3,1-5,Parc des Princes,Paris,Francia,NULL,Laurent Blanc,Luis Enrique,Neymar 18'; 34'; Suarez 67'; Van der Wiel 82',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Cuartos,Vuelta,21-04-2015,Barcelona,PSG,2-0,5-1,Camp Nou,Barcelona,España,NULL,Luis Enrique,Laurent Blanc,Neymar 14'; 34',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Cuartos,Ida,15-04-2015,Porto,Bayern Munich,3-1,4-7,Estadio do Dragao,Porto,Portugal,NULL,Julen Lopetegui,Pep Guardiola,Quaresma 3'; 10'; Martinez 65'; Thiago 28',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Cuartos,Vuelta,21-04-2015,Bayern Munich,Porto,6-1,7-4,Allianz Arena,Munich,Alemania,NULL,Pep Guardiola,Julen Lopetegui,Thiago 14'; Boateng 22'; Lewandowski 27'; Muller 36'; Alonso 40'; Lewandowski 64'; Martinez 73',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Cuartos,Ida,15-04-2015,Juventus,Monaco,1-0,1-0,Juventus Stadium,Turin,Italia,NULL,Massimiliano Allegri,Leonardo Jardim,Vidal 57',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Cuartos,Vuelta,22-04-2015,Monaco,Juventus,0-0,0-1,Stade Louis II,Monaco,Monaco,NULL,Leonardo Jardim,Massimiliano Allegri,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Semifinal,Ida,05-05-2015,Juventus,Real Madrid,2-1,3-2,Juventus Stadium,Turin,Italia,NULL,Massimiliano Allegri,Carlo Ancelotti,Morata 8'; Tevez 58'; Ronaldo 27',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Semifinal,Vuelta,13-05-2015,Real Madrid,Juventus,1-1,2-3,Santiago Bernabeu,Madrid,España,NULL,Carlo Ancelotti,Massimiliano Allegri,Ronaldo 23'; Morata 57',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Semifinal,Ida,06-05-2015,Barcelona,Bayern Munich,3-0,5-3,Camp Nou,Barcelona,España,NULL,Luis Enrique,Pep Guardiola,Messi 77'; 80'; Neymar 90',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Semifinal,Vuelta,12-05-2015,Bayern Munich,Barcelona,3-2,3-5,Allianz Arena,Munich,Alemania,NULL,Pep Guardiola,Luis Enrique,Benatia 7'; Lewandowski 59'; Muller 74'; Neymar 15'; 29',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014-2015,Final,Final,06-06-2015,Barcelona,Juventus,3-1,NULL,Olympiastadion,Berlin,Alemania,NULL,Luis Enrique,Massimiliano Allegri,Rakitic 4'; Suarez 68'; Neymar 90'; Morata 55',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Octavos,Ida,16-02-2016,PSG,Chelsea,2-1,4-2,Parc des Princes,Paris,Francia,NULL,Laurent Blanc,Guus Hiddink,Ibrahimovic 39'; Cavani 78'; Obi Mikel 45',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Octavos,Vuelta,09-03-2016,Chelsea,PSG,1-2,2-4,Stamford Bridge,Londres,Inglaterra,NULL,Guus Hiddink,Laurent Blanc,Costa 27'; Rabiot 16'; Ibrahimovic 67',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Octavos,Ida,17-02-2016,Roma,Real Madrid,0-2,0-4,Stadio Olimpico,Roma,Italia,NULL,Luciano Spalletti,Zinedine Zidane,Ronaldo 57'; Jese 86',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Octavos,Vuelta,08-03-2016,Real Madrid,Roma,2-0,4-0,Santiago Bernabeu,Madrid,España,NULL,Zinedine Zidane,Luciano Spalletti,Ronaldo 64'; James 68',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Octavos,Ida,23-02-2016,Arsenal,Barcelona,0-2,1-5,Emirates Stadium,Londres,Inglaterra,NULL,Arsene Wenger,Luis Enrique,Messi 71'; 83',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Octavos,Vuelta,16-03-2016,Barcelona,Arsenal,3-1,5-1,Camp Nou,Barcelona,España,NULL,Luis Enrique,Arsene Wenger,Neymar 18'; Suarez 65'; Messi 88'; Elneny 51',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Octavos,Ida,23-02-2016,Juventus,Bayern Munich,2-2,4-6,Juventus Stadium,Turin,Italia,NULL,Massimiliano Allegri,Pep Guardiola,Dybala 63'; Sturaro 76'; Muller 43'; Robben 55',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Octavos,Vuelta,16-03-2016,Bayern Munich,Juventus,4-2,6-4,Allianz Arena,Munich,Alemania,NULL,Pep Guardiola,Massimiliano Allegri,Lewandowski 73'; Muller 90'; Thiago 108'; Coman 110'; Pogba 5'; Cuadrado 28',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Octavos,Ida,24-02-2016,PSV,Atletico Madrid,0-0,0-0,Philips Stadion,Eindhoven,Países Bajos,NULL,Phillip Cocu,Diego Simeone,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Octavos,Vuelta,15-03-2016,Atletico Madrid,PSV,0-0,0-0,Vicente Calderon,Madrid,España,NULL,Diego Simeone,Phillip Cocu,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Octavos,Ida,24-02-2016,Dynamo Kyiv,Manchester City,1-3,1-3,Olimpiyskiy Stadium,Kiev,Ucrania,NULL,Serhiy Rebrov,Manuel Pellegrini,Buialskiy 59'; Aguero 15'; Silva 40'; Toure 90',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Octavos,Vuelta,15-03-2016,Manchester City,Dynamo Kyiv,0-0,3-1,Etihad Stadium,Manchester,Inglaterra,NULL,Manuel Pellegrini,Serhiy Rebrov,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Octavos,Ida,16-02-2016,Benfica,Zenit,1-0,3-1,Estadio da Luz,Lisboa,Portugal,NULL,Rui Vitoria,Andre Villas-Boas,Jonas 90',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Octavos,Vuelta,09-03-2016,Zenit,Benfica,1-2,1-3,Petrovsky Stadium,San Petersburgo,Rusia,NULL,Andre Villas-Boas,Rui Vitoria,Hulk 69'; Gaitan 85'; Talisca 90',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Octavos,Ida,17-02-2016,Gent,Wolfsburg,2-3,2-4,Ghelamco Arena,Ghent,Bélgica,NULL,Hein Vanhaezebrouck,Dieter Hecking,Kums 80'; Coulibaly 89'; Draxler 44'; 54'; Kruse 60',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Octavos,Vuelta,08-03-2016,Wolfsburg,Gent,1-0,4-2,Volkswagen Arena,Wolfsburg,Alemania,NULL,Dieter Hecking,Hein Vanhaezebrouck,Schurrle 74',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Cuartos,Ida,05-04-2016,Barcelona,Atletico Madrid,2-1,2-3,Camp Nou,Barcelona,España,NULL,Luis Enrique,Diego Simeone,Suarez 63'; 74'; Torres 25',NULL,NULL,Torres,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Cuartos,Vuelta,13-04-2016,Atletico Madrid,Barcelona,2-0,3-2,Vicente Calderon,Madrid,España,NULL,Diego Simeone,Luis Enrique,Griezmann 36'; 88',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Cuartos,Ida,05-04-2016,Bayern Munich,Benfica,1-0,3-2,Allianz Arena,Munich,Alemania,NULL,Pep Guardiola,Rui Vitoria,Vidal 2',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Cuartos,Vuelta,13-04-2016,Benfica,Bayern Munich,2-2,2-3,Estadio da Luz,Lisboa,Portugal,NULL,Rui Vitoria,Pep Guardiola,Raul Jimenez 27'; Talisca 76'; Vidal 38'; Muller 52',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Cuartos,Ida,06-04-2016,Wolfsburg,Real Madrid,2-0,2-3,Volkswagen Arena,Wolfsburg,Alemania,NULL,Dieter Hecking,Zinedine Zidane,Rodriguez 18'; Arnold 25',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Cuartos,Vuelta,12-04-2016,Real Madrid,Wolfsburg,3-0,3-2,Santiago Bernabeu,Madrid,España,NULL,Zinedine Zidane,Dieter Hecking,Ronaldo 16'; 17'; 77',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Cuartos,Ida,06-04-2016,PSG,Manchester City,2-2,2-3,Parc des Princes,Paris,Francia,NULL,Laurent Blanc,Manuel Pellegrini,Ibrahimovic 41'; Rabiot 59'; De Bruyne 38'; Fernandinho 72',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Cuartos,Vuelta,12-04-2016,Manchester City,PSG,1-0,3-2,Etihad Stadium,Manchester,Inglaterra,NULL,Manuel Pellegrini,Laurent Blanc,De Bruyne 76',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Semifinal,Ida,26-04-2016,Manchester City,Real Madrid,0-0,0-1,Etihad Stadium,Manchester,Inglaterra,NULL,Manuel Pellegrini,Zinedine Zidane,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Semifinal,Vuelta,04-05-2016,Real Madrid,Manchester City,1-0,1-0,Santiago Bernabeu,Madrid,España,NULL,Zinedine Zidane,Manuel Pellegrini,Bale (OG) 20',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Semifinal,Ida,27-04-2016,Atletico Madrid,Bayern Munich,1-0,2-2,Vicente Calderon,Madrid,España,NULL,Diego Simeone,Pep Guardiola,Saul 11',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Semifinal,Vuelta,03-05-2016,Bayern Munich,Atletico Madrid,2-1,2-2,Allianz Arena,Munich,Alemania,NULL,Pep Guardiola,Diego Simeone,Alaba 31'; Lewandowski 74'; Griezmann 54',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015-2016,Final,Final,28-05-2016,Real Madrid,Atletico Madrid,1-1,NULL,San Siro,Milán,Italia,NULL,Zinedine Zidane,Diego Simeone,Ramos 15'; Carrasco 79',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017,Octavos,Ida,14-02-2017,PSG,Barcelona,4-0,5-6,Parc des Princes,Paris,Francia,NULL,Unai Emery,Luis Enrique,Di Maria 18'; 55'; Draxler 40'; Cavani 72',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017,Octavos,Vuelta,08-03-2017,Barcelona,PSG,6-1,6-5,Camp Nou,Barcelona,España,NULL,Luis Enrique,Unai Emery,Suarez 3'; Kurzawa OG 40'; Messi 50'; Neymar 88'; 90'; Sergi Roberto 95'; Cavani 62',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017,Octavos,Ida,15-02-2017,Benfica,Borussia Dortmund,1-0,1-4,Estadio da Luz,Lisboa,Portugal,NULL,Rui Vitoria,Thomas Tuchel,Mitroglou 48',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017,Octavos,Vuelta,08-03-2017,Borussia Dortmund,Benfica,4-0,4-1,Signal Iduna Park,Dortmund,Alemania,NULL,Thomas Tuchel,Rui Vitoria,Aubameyang 4'; 61'; 85'; Pulisic 59',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017,Octavos,Ida,14-02-2017,Bayern Munich,Arsenal,5-1,10-2,Allianz Arena,Munich,Alemania,NULL,Carlo Ancelotti,Arsene Wenger,Robben 11'; Lewandowski 53'; Thiago 56'; 63'; Muller 88'; Sanchez 30',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017,Octavos,Vuelta,07-03-2017,Arsenal,Bayern Munich,1-5,2-10,Emirates Stadium,Londres,Inglaterra,NULL,Arsene Wenger,Carlo Ancelotti,Walsh 20'; Lewandowski 55'; Robben 68'; Douglas Costa 78'; Vidal 80'; 85',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017,Octavos,Ida,15-02-2017,Real Madrid,Napoli,3-1,6-2,Santiago Bernabeu,Madrid,España,NULL,Zinedine Zidane,Maurizio Sarri,Benzema 18'; Kroos 49'; Casemiro 54'; Insigne 8',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017,Octavos,Vuelta,07-03-2017,Napoli,Real Madrid,1-3,2-6,San Paolo,Napoles,Italia,NULL,Maurizio Sarri,Zinedine Zidane,Mertens 24'; Ramos 51'; 57'; Morata 91',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016-2017,Octavos,Ida,21-02-2017,Manchester City,Monaco,5-3,6-6,Etihad Stadium,Manchester,Inglaterra,NULL,Pep Guardiola,Leonardo Jardim,Sterling 26'; Aguero 58'; 71'; Stones 77'; Sane 82'; Falcao 32'; 61'; Mbappe 40',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
